 FK6  ,        Name        ,      alpha      ,       delta      ,     mu    alp,     mu    delta,    p   ,    mag
4700,                    ,  7 45 24.557298 ,  +14 35 58.85537 , -    5.91 , -    5.38 ,    6.0 ,  8.59  
4701,                    ,  7 46  9.268270 ,  +16 26 18.39219 , -   11.33 , -   13.99 ,    -.1 ,  7.55  
2602, 51 Cam             ,  7 46 40.078314 ,  +65 27 20.42749 , +   27.91 , +   17.84 ,    9.8 ,  5.93  
4702,                    ,  7 46 50.681233 ,  - 4 59 28.41391 , -    8.07 , -    4.27 ,     .5 ,  9.20  
4703,                    ,  7 46 57.113355 ,  -25 22 13.65341 , -   23.75 , -   29.40 ,    8.9 ,  8.27  
3978,                    ,  7 47 30.414938 ,  -81 35 47.15573 , -   32.15 , +   42.33 ,   11.7 ,  6.79  
4704,                    ,  7 48 30.561196 ,  -12 13  6.84532 , -    3.24 , -    0.85 ,    -.3 ,  7.76  
2608,                    ,  7 49 35.402392 ,  -33 17 20.22202 , -   37.44 , +    1.51 ,    4.7 ,  5.61  
2610,                    ,  7 49 40.993480 ,  -66 11 45.50957 , -    1.73 , -    0.76 ,    7.1 ,  5.78  
2607, 6 Pup              ,  7 49 41.201241 ,  -17 13 42.26951 , +   54.16 , -  117.35 ,   12.8 ,  5.17  
4706,                    ,  7 49 59.995850 ,  -35  6 28.03359 , +    2.72 , -   12.56 ,    4.8 ,  8.10  
2609,                    ,  7 50 55.239248 ,  -11  7 42.95927 , -    0.13 , -   32.50 ,    7.9 ,  6.16  
4707,                    ,  7 51  7.767749 ,  +56 22 31.35329 , +   10.92 , -    4.19 ,    1.4 ,  8.49  
4708,                    ,  7 52 49.705749 ,  -39 21 14.72341 , +    0.32 , +   16.48 ,    2.4 ,  9.19  
4709,                    ,  7 53  1.804963 ,  - 1  4 51.26541 , -    4.86 , -    2.86 ,    2.7 ,  8.69  
4710,                    ,  7 53 43.340829 ,  +72 44 27.68696 , -   14.91 , -   20.16 ,    2.2 ,  8.69  
4711,                    ,  7 54 48.494280 ,  +34 37 11.23012 , -  121.42 , -  173.91 ,   28.3 ,  7.78  
4712,                    ,  7 55 24.053102 ,  -47 18 47.09642 , +    5.82 , +    1.14 ,    4.1 ,  7.09  
2614, 85 Gem             ,  7 55 39.894967 ,  +19 53  2.28916 , -   14.88 , -   40.07 ,    9.6 ,  5.38  
2613,                    ,  7 55 40.827652 ,  +35 24 45.66833 , -   57.56 , -   25.55 ,   16.5 ,  6.23  
4713,                    ,  7 56 15.510933 ,  +29 51  7.48199 , -    3.69 , +    5.00 ,    3.3 ,  6.81  
4714,                    ,  7 56 21.708624 ,  -20 27 47.79400 , -    9.62 , -   11.34 ,    5.6 ,  6.84  
2615, 11 Pup             ,  7 56 51.539892 ,  -22 52 48.43857 , -   29.01 , +   10.92 ,    6.4 ,  4.20  
4716,                    ,  7 56 57.404661 ,  -57 25 50.25468 , +   19.14 , +   12.74 ,    4.6 ,  7.46  
2612,                    ,  7 57 39.749988 ,  +77 34 35.12233 , +    2.70 , -   22.62 ,    5.0 ,  6.87  
4717,                    ,  7 58 45.990248 ,  +12  7 14.34580 , +    6.04 , -   23.44 ,    2.3 ,  8.44  
4719,                    ,  7 59  4.691200 ,  -54 32 48.83603 , -   11.21 , +    6.99 ,    2.2 ,  7.82  
2624,                    ,  8  0 19.966966 ,  -63 34  2.83983 , -    1.73 , +   19.42 ,    6.0 ,  4.81  
2622,                    ,  8  0 49.937793 ,  -54  9  4.59083 , -   26.12 , +    8.54 ,    4.6 ,  5.87  
2620, 28 Mon             ,  8  1 13.334902 ,  - 1 23 33.39049 , +   66.03 , -   75.82 ,    6.9 ,  4.69  
4721,                    ,  8  1 31.766689 ,  - 4 45 56.24833 , -   14.40 , -   14.76 ,    6.6 ,  9.03  
4722,                    ,  8  1 32.541810 ,  +41 23 13.62513 , -   32.86 , -   95.02 ,   14.2 ,  7.28  
2621,                    ,  8  1 50.728972 ,  + 8 54 50.36278 , -    1.84 , +   23.70 ,   16.7 ,  6.22  
4723,                    ,  8  2  4.717576 ,  +19 44 14.20689 , -    9.80 , -   18.60 ,    5.6 ,  7.65  
2623,                    ,  8  2 15.936350 ,  + 2 20  4.45776 , -   29.02 , +  105.85 ,   12.4 ,  4.39  
4724,                    ,  8  3 12.729346 ,  +46 13  2.94471 , +    5.84 , -   14.54 ,    5.8 ,  8.37  
4725,                    ,  8  3 13.313428 ,  +66 11 21.02350 , -    1.40 , -    1.10 ,    2.5 ,  9.37  
2628,                    ,  8  3 53.229050 ,  -68 56 12.65064 , -   15.54 , +   10.83 ,    4.7 ,  6.84  
4727,                    ,  8  3 57.555680 ,  -16 20 32.36755 , -    1.26 , -   19.01 ,    3.4 ,  8.36  
2626,                    ,  8  4 42.399664 ,  -50 35 25.42422 , -    8.55 , +    1.80 ,    2.4 ,  5.96  
2625, 8 Cnc              ,  8  5  4.488545 ,  +13  7  5.57738 , -   35.47 , -   63.61 ,   15.4 ,  5.14  
2629,                    ,  8  6 51.539561 ,  -27  6 51.36843 , -    4.98 , +    3.39 ,    3.2 ,  7.06  
4728,                    ,  8  7  1.746818 ,  +49 53 34.32163 , -   29.60 , -   21.54 ,    8.8 ,  8.70  
4729,                    ,  8  7 41.796756 ,  -81 36 33.96853 , -    5.65 , -    1.91 ,    3.4 ,  8.02  
2630, mu^2 Cnc           ,  8  7 45.856407 ,  +21 34 54.53173 , +   24.21 , -   67.89 ,   42.8 ,  5.30  
4730,                    ,  8  8  6.083585 ,  +24 42 54.63479 , -    2.24 , -    2.97 ,    1.2 ,  8.97  
4731,                    ,  8  8  6.857339 ,  +16 25  1.76337 , -   86.73 , +   45.23 ,    9.4 ,  8.80  
2642,                    ,  8  8  8.858982 ,  -78 41 41.62064 , +   20.17 , -   20.30 ,    4.7 ,  7.04  
2631,                    ,  8  8 37.642586 ,  -37 40 52.39546 , -    7.60 , +    8.60 ,    1.8 ,  6.36  
4732,                    ,  8  8 48.167778 ,  + 2  9 53.00841 , +    2.46 , -    1.30 ,    1.5 ,  9.26  
4733,                    ,  8  9  1.418131 ,  +81 42 35.80798 , -    7.85 , -   38.63 ,    2.5 ,  8.27  
2632, 16 Pup             ,  8  9  1.637005 ,  -19 14 42.05324 , -   10.44 , -    5.70 ,    6.9 ,  4.40  
4735,                    ,  8  9 12.147506 ,  -64 46 34.37920 , -    2.81 , +    8.88 ,    4.7 ,  7.41  
2634,                    ,  8  9 35.913083 ,  -44  7 21.98295 , -   12.25 , +    2.53 ,    2.8 ,  5.20  
4736,                    ,  8 10 44.599820 ,  +59 11 35.06341 , +    5.74 , +   12.38 ,    3.9 ,  8.05  
4737,                    ,  8 11  9.700210 ,  +53 14 42.31338 , +   19.14 , -   73.06 ,   11.3 ,  6.79  
2635,                    ,  8 11 21.649954 ,  +38 43 52.72947 , -  108.25 , -   76.18 ,   21.9 ,  6.61  
4738,                    ,  8 11 57.339920 ,  -51 57 45.42932 , -   10.01 , +    3.27 ,    3.8 ,  7.99  
4739,                    ,  8 12 15.683943 ,  -60  2 21.55539 , -   10.43 , +    5.20 ,    2.3 ,  8.03  
2643,                    ,  8 13 21.775679 ,  - 1  9 57.18469 , -   28.91 , +    5.63 ,    6.2 ,  6.48  
2639,                    ,  8 13 27.767173 ,  +48 16 50.94425 , -   29.91 , -   13.27 ,    6.4 ,  6.84  
2640,                    ,  8 13 50.175376 ,  +56 27  8.07299 , -   21.94 , -   31.18 ,    6.5 ,  5.88  
4741,                    ,  8 15 33.540574 ,  -13 37 27.35975 , -    2.76 , -    2.23 ,    3.6 ,  7.06  
4743,                    ,  8 15 59.044328 ,  -30 11  4.42013 , +    0.13 , -    7.29 ,    2.8 ,  7.01  
4744,                    ,  8 17 29.099400 ,  -26 18  7.21030 , +    3.71 , -   13.24 ,    3.8 ,  7.32  
2645, 29 Lyn             ,  8 17 50.414411 ,  +59 34 16.07958 , -    4.19 , +    1.96 ,   10.7 ,  5.63  
4745,                    ,  8 19 43.195636 ,  +50 16 37.94288 , -    2.03 , -    2.55 ,    3.8 ,  8.02  
4746,                    ,  8 19 44.479073 ,  -49 32 12.35529 , -   66.29 , +   15.43 ,    4.8 ,  7.13  
4747,                    ,  8 19 52.510728 ,  + 4 44 34.50131 , -    6.23 , +    6.07 ,    2.8 ,  9.24  
4748,                    ,  8 20  1.432775 ,  +19 27 11.69991 , +    2.05 , +    3.09 ,     .8 ,  8.83  
2646,                    ,  8 20 20.972058 ,  +20 44 51.79296 , +   63.30 , -   45.91 ,    6.3 ,  5.80  
2648,                    ,  8 21 24.185920 ,  -39 37 14.56969 , +    7.62 , +    6.51 ,   14.8 ,  6.15  
4750,                    ,  8 21 35.668021 ,  +69  1 49.14764 , -   41.73 , -   55.25 ,   11.5 ,  8.25  
2650,                    ,  8 22 30.164061 ,  - 6 10 44.96663 , -   59.68 , +    0.89 ,   15.3 ,  6.14  
4752,                    ,  8 22 44.069667 ,  +60 37 52.44837 , +    9.27 , -    2.25 ,    7.3 ,  6.42  
4753,                    ,  8 23  3.032864 ,  +27  5 37.91381 , -    2.37 , -   12.83 ,     .4 ,  8.16  
2649,                    ,  8 23 48.501544 ,  +53 13 10.95972 , -   28.32 , -   98.89 ,   19.4 ,  5.52  
4754,                    ,  8 23 52.039413 ,  +32 17 36.57351 , -    9.76 , -    8.72 ,    4.9 ,  7.72  
4755,                    ,  8 23 56.187035 ,  - 1 29 52.83320 , -   15.52 , -   18.23 ,    5.4 ,  6.91  
3952,                    ,  8 24 33.023983 ,  +82 25 50.73605 , -   18.67 , -   25.62 ,    4.8 ,  6.28  
4756,                    ,  8 25   .358256 ,  -74 54 43.91056 , +   22.92 , +   41.89 ,   14.9 ,  7.17  
2652,                    ,  8 25  4.886789 ,  +35  0 41.06955 , -   12.01 , -   11.34 ,    4.5 ,  6.08  
4757,                    ,  8 25 18.295110 ,  -22  8 24.94377 , -   17.85 , +   29.32 ,    7.3 ,  6.93  
2654,                    ,  8 25 35.537946 ,  + 2  6  7.96253 , -   21.15 , -   15.49 ,    5.4 ,  5.74  
2657,                    ,  8 25 55.590174 ,  -14 55 46.78015 , -   10.65 , +   38.78 ,    9.7 ,  5.96  
4758,                    ,  8 26 17.845069 ,  -18  4 15.30034 , -    3.21 , +    1.13 ,    2.9 ,  8.08  
2661,                    ,  8 26 25.205165 ,  -52 48 26.99899 , -   38.00 , +    1.00 ,   14.0 ,  6.05  
2656, phi^1 Cnc          ,  8 26 27.705734 ,  +27 53 36.89917 , -   33.66 , -  114.91 ,    8.1 ,  5.58  
2658, 27 Cnc             ,  8 26 43.938829 ,  +12 39 16.60249 , -   18.52 , -  103.16 ,    3.1 ,  5.56  
4759,                    ,  8 26 47.082747 ,  +39 53 31.97389 , +   10.14 , -   15.61 ,    2.3 ,  7.08  
4760,                    ,  8 27 31.468777 ,  +11 15 13.52050 , -    5.76 , -    3.58 ,     .5 ,  9.12  
4761,                    ,  8 27 35.126312 ,  - 5  8 55.08696 , -  124.84 , -   80.14 ,   23.8 ,  7.17  
2660,                    ,  8 27 36.783808 ,  +45 39 10.75054 , -   20.97 , -  351.72 ,   45.8 ,  6.32  
4763,                    ,  8 28 14.482802 ,  -42 13 49.35634 , -    0.39 , +   31.84 ,    2.4 ,  7.56  
2663,                    ,  8 29 12.741409 ,  +32 41 32.30237 , -    4.55 , -    2.90 ,    3.7 ,  6.92  
2662,                    ,  8 29 46.195180 ,  +67 17 50.78410 , -   65.36 , +   10.39 ,   10.1 ,  5.89  
4765,                    ,  8 30 34.840608 ,  + 2  6   .95068 , -    7.02 , -    1.14 ,    4.3 ,  9.07  
4766,                    ,  8 30 46.520161 ,  -11 47 58.93469 , -   24.83 , +    7.93 ,    2.1 ,  7.54  
2659,                    ,  8 30 51.952875 ,  +78 13 42.34590 , -    5.19 , -   26.46 ,    4.1 ,  7.08  
4767,                    ,  8 31 12.405407 ,  + 7  0 23.07201 , -   12.76 , +   12.66 ,    1.5 ,  8.19  
4768,                    ,  8 31 26.612479 ,  +71  1 28.16967 , -   13.68 , -   30.40 ,    5.6 ,  8.22  
2666, upsilon^1 Cnc      ,  8 31 30.519824 ,  +24  4 51.98586 , -   80.47 , -   44.86 ,   13.7 ,  5.71  
2667, theta Cnc          ,  8 31 35.730372 ,  +18  5 39.91069 , -   59.53 , -   56.81 ,    6.6 ,  5.33  
4769,                    ,  8 32 11.351392 ,  -56 38  2.04688 , -   12.09 , +   20.05 ,    2.9 ,  7.98  
4770,                    ,  8 32 38.227961 ,  +15 44 22.08753 , +    4.29 , -    9.75 ,    3.9 ,  8.00  
2668,                    ,  8 33 55.075388 ,  +58 36 26.06527 , -   14.31 , -   29.99 ,    4.9 ,  6.87  
2669,                    ,  8 34  1.617795 ,  - 2  9  5.59758 , -   33.17 , +   20.55 ,   10.0 ,  5.80  
4771,                    ,  8 34  1.720716 ,  -25  5 57.83685 , +    6.29 , -    0.11 ,    9.0 ,  6.99  
2674,                    ,  8 34 43.596801 ,  -49 56 39.13125 , -   13.19 , +   17.75 ,    3.7 ,  5.01  
4772,                    ,  8 35  2.991098 ,  +41  1 25.63415 , -   43.10 , -   18.49 ,    2.9 ,  7.42  
4773,                    ,  8 35 22.086702 ,  -51 49 13.52226 , -   15.73 , +   13.57 ,    4.9 ,  7.57  
2672, 3 Hya              ,  8 35 28.198810 ,  - 7 58 56.25220 , -   21.20 , +   15.88 ,   12.1 ,  5.72  
4774,                    ,  8 35 42.759811 ,  -32 12 50.22121 , +    2.44 , -   10.14 ,    1.8 ,  8.11  
2673,                    ,  8 36  2.470513 ,  +24  3  4.13911 , -    1.69 , +    1.16 ,    4.0 ,  6.99  
2671,                    ,  8 36 15.565223 ,  +42 34 47.51047 , +    9.99 , -    5.98 ,   13.0 ,  6.98  
2675, 36 Cnc             ,  8 37  5.769805 ,  + 9 39 20.10452 , -   27.88 , -    4.90 ,    7.0 ,  5.92  
2670,                    ,  8 37 10.090613 ,  +69 41 56.04698 , -   14.98 , -   21.11 ,    2.9 ,  7.14  
4776,                    ,  8 38 45.520807 ,  +23 41  9.25763 , -   46.74 , -  148.60 ,   28.5 ,  6.89  
4777,                    ,  8 39 42.833218 ,  -10 28 37.16708 , -   18.61 , +    4.18 ,    2.6 ,  8.29  
2677, pi^2 UMa           ,  8 40 12.818064 ,  +64 19 40.56929 , -   59.83 , +   26.39 ,   12.9 ,  4.59  
4778,                    ,  8 40 13.492611 ,  + 4 23 59.05869 , -   27.18 , +   18.98 ,    1.0 ,  9.01  
4779,                    ,  8 40 42.172293 ,  +55 40  3.83914 , -  265.02 , -  369.17 ,   23.8 ,  8.00  
2682,                    ,  8 41  1.621386 ,  - 9  3  7.20105 , -   34.04 , +    2.00 ,    7.6 ,  6.64  
4781,                    ,  8 42  7.550209 ,  +28 39 42.87810 , -   28.90 , -   12.31 ,    5.1 ,  8.98  
4782,                    ,  8 42 49.160464 ,  - 4 37 25.06721 , +   18.10 , -   19.13 ,    1.3 ,  8.59  
4783,                    ,  8 43  4.122453 ,  +49 59 14.72098 , -   28.81 , -  107.62 ,    8.6 ,  8.52  
2687, eta Hya            ,  8 43 13.475539 ,  + 3 23 55.18199 , -   18.52 , -    1.53 ,    6.9 ,  4.30  
2689,                    ,  8 43 40.272946 ,  -49 49 22.08594 , -    3.38 , +    3.77 ,    1.0 ,  5.15  
2691,                    ,  8 44 29.957691 ,  -65 49 31.54496 , -   63.42 , +  104.05 ,   16.4 ,  6.03  
4784,                    ,  8 44 31.555471 ,  -47 59  9.37746 , -    6.35 , +    5.12 ,    2.0 ,  7.71  
2694,                    ,  8 44 42.753407 ,  -74 47 16.92664 , -    4.24 , +   10.17 ,    8.0 ,  6.66  
2688, 49 Cnc             ,  8 44 45.035991 ,  +10  4 54.00692 , -   14.59 , -   18.07 ,    8.0 ,  5.63  
2690, 46 Cnc             ,  8 45 21.423782 ,  +30 41 51.89818 , -    1.08 , -    5.17 ,    6.8 ,  6.12  
4785,                    ,  8 45 23.932414 ,  +46 10 15.82189 , +    7.83 , -   77.10 ,   11.6 ,  7.98  
4786,                    ,  8 46 10.076821 ,  -26 36 46.05565 , -    8.65 , +    3.50 ,     .0 ,  7.09  
3953,                    ,  8 46 22.732984 ,  +82 14 21.41698 , -    8.62 , -   20.50 ,    4.7 ,  6.86  
4787,                    ,  8 46 29.488399 ,  +17 29 45.18147 , -   25.59 , -   22.89 ,    7.4 ,  7.87  
2695,                    ,  8 46 42.549077 ,  -56 46 11.19626 , -    9.52 , +    8.41 ,    5.9 ,  4.50  
2693,                    ,  8 47 14.987255 ,  - 1 53 49.34349 , -   34.96 , +    8.30 ,    9.6 ,  5.28  
4788,                    ,  8 47 23.538861 ,  +36 27 23.12005 , -   20.63 , -    3.99 ,    2.5 ,  8.52  
4789,                    ,  8 47 34.274679 ,  -18 42 37.62089 , -    6.44 , +    5.68 ,    3.8 ,  8.45  
4790,                    ,  8 47 50.781917 ,  +66 12 38.18689 , -   49.73 , -   89.32 ,    9.2 ,  7.82  
2698,                    ,  8 49 47.637761 ,  -45 18 28.34840 , -   12.73 , +   14.49 ,    3.9 ,  4.94  
2697,                    ,  8 49 52.351460 ,  -39  8 29.77033 , -   63.85 , +   41.31 ,   12.8 ,  6.38  
4791,                    ,  8 50 28.264587 ,  -14 36 47.80568 , -   13.46 , +    6.11 ,    3.2 ,  8.05  
2692,                    ,  8 50 46.605373 ,  +78  9 54.51263 , +    1.90 , -   12.49 ,    2.9 ,  6.93  
4792,                    ,  8 51 48.883611 ,  + 4 16 53.09440 , -    4.80 , +    4.25 ,    1.0 ,  8.69  
2700, 35 Lyn             ,  8 51 56.830522 ,  +43 43 35.77204 , -   14.52 , +   45.83 ,   11.9 ,  5.15  
2703,                    ,  8 52 20.412111 ,  -12 48 31.30104 , -   25.84 , -  104.36 ,   19.4 ,  6.83  
4793,                    ,  8 52 23.940942 ,  +13 14   .36515 , -  121.10 , -   88.52 ,   11.8 ,  7.84  
2702,                    ,  8 53  6.096221 ,  +52 23 24.82692 , -   34.67 , +   34.35 ,   28.0 ,  6.92  
2701, 5 UMa              ,  8 53 22.557493 ,  +61 57 44.16458 , -    9.99 , +   22.34 ,   11.4 ,  5.72  
2704,                    ,  8 53 55.681695 ,  +35 32 17.85604 , -   25.40 , -   18.16 ,    3.4 ,  6.14  
4795,                    ,  8 54 18.705162 ,  +22 12 40.53756 , -  116.72 , -  210.54 ,   16.5 ,  7.82  
4796,                    ,  8 54 56.207066 ,  +52 57 23.21173 , -   10.95 , +    6.35 ,    6.2 ,  7.75  
2705, rho^2 Cnc          ,  8 55 39.680189 ,  +27 55 38.93782 , -   13.06 , -   32.91 ,    5.6 ,  5.23  
2706,                    ,  8 56 30.515386 ,  +40 12  5.30602 , -   82.31 , -   38.39 ,   13.8 ,  5.90  
4798,                    ,  8 56 41.469503 ,  - 2 22 29.24262 , -    8.49 , -   13.06 ,    3.4 ,  8.88  
2708,                    ,  8 57  5.145853 ,  +21 51 37.59544 , -    1.17 , -    4.56 ,    5.6 ,  7.04  
2710,                    ,  8 57 42.025446 ,  + 9 23 15.93970 , -    6.30 , -    6.86 ,    3.4 ,  6.19  
2711,                    ,  8 58 18.291139 ,  +18 18 29.79652 , -   24.17 , -   20.17 ,    7.5 ,  6.56  
4800,                    ,  8 58 22.688841 ,  +78  8 44.62593 , -   20.41 , -    4.93 ,    6.9 ,  7.34  
2713,                    ,  8 58 43.933779 ,  -16  7 57.81905 , +  245.30 , +  213.26 ,   46.9 ,  5.80  
4801,                    ,  8 59 45.416243 ,  -51 30 13.77705 , -   33.61 , +   38.13 ,    6.2 ,  7.19  
